defect_type,image_name,original_width,original_height,original_defect_pixels,cropped_defect_pixels,retention_ratio,loss_ratio,fully_lost
huashang,000133.png,1024,1024,6494,374,0.057592,0.942408,False
huashang,000134.png,1024,1024,1978,0,0.000000,1.000000,True
huashang,000135.png,1024,1024,10138,591,0.058296,0.941704,False
huashang,000136.png,1024,1024,11029,646,0.058573,0.941427,False
huashang,000137.png,1024,1024,3266,182,0.055726,0.944274,False
huashang,000138.png,1024,1024,3196,162,0.050688,0.949312,False
huashang,000139.png,1024,1024,9293,526,0.056602,0.943398,False
huashang,000140.png,1024,1024,6087,352,0.057828,0.942172,False
huashang,000141.png,1024,1024,4867,280,0.057530,0.942470,False
huashang,000142.png,1024,1024,5244,298,0.056827,0.943173,False
huashang,000143.png,1024,1024,2694,140,0.051967,0.948033,False
huashang,000144.png,1024,1024,6281,343,0.054609,0.945391,False
huashang,000145.png,1024,1024,2183,108,0.049473,0.950527,False
huashang,000146.png,1024,1024,10343,612,0.059170,0.940830,False
huashang,000147.png,1024,1024,3503,167,0.047673,0.952327,False
huashang,000148.png,1024,1024,3795,238,0.062714,0.937286,False
huashang,000149.png,1024,1024,6028,327,0.054247,0.945753,False
huashang,000150.png,1024,1024,9617,562,0.058438,0.941562,False
huashang,000151.png,1024,1024,8689,503,0.057889,0.942111,False
huashang,000152.png,1024,1024,5796,327,0.056418,0.943582,False
huashang,000153.png,952,576,2006,198,0.098704,0.901296,False
huashang,000154.png,952,576,4522,388,0.085803,0.914197,False
huashang,000155.png,952,576,2297,199,0.086635,0.913365,False
huashang,000156.png,952,576,1420,124,0.087324,0.912676,False
huashang,000157.png,952,576,6043,939,0.155386,0.844614,False
huashang,000158.png,952,576,4454,610,0.136956,0.863044,False
huashang,000159.png,952,576,8048,1029,0.127858,0.872142,False
huashang,000160.png,952,576,7336,887,0.120911,0.879089,False
huashang,000161.png,952,576,11064,1504,0.135936,0.864064,False
huashang,000162.png,952,576,4862,351,0.072193,0.927807,False
huashang,000163.png,952,576,5294,564,0.106536,0.893464,False
huashang,000164.png,952,576,5389,694,0.128781,0.871219,False
huashang,000165.png,952,576,6403,760,0.118694,0.881306,False
huashang,000166.png,952,576,6251,847,0.135498,0.864502,False
huashang,000167.png,952,576,7299,1134,0.155364,0.844636,False
huashang,000168.png,952,576,7826,895,0.114362,0.885638,False
huashang,000169.png,952,576,4756,587,0.123423,0.876577,False
huashang,000170.png,952,576,6837,741,0.108381,0.891619,False
huashang,000171.png,952,576,5173,609,0.117727,0.882273,False
huashang,000172.png,952,576,8229,1013,0.123101,0.876899,False
huashang,000173.png,952,576,11853,1392,0.117439,0.882561,False
huashang,000174.png,952,576,8011,934,0.116590,0.883410,False
huashang,000175.png,952,576,7937,928,0.116921,0.883079,False
huashang,000176.png,952,576,7513,851,0.113270,0.886730,False
huashang,000177.png,952,576,6115,931,0.152249,0.847751,False
huashang,000178.png,952,576,2136,146,0.068352,0.931648,False
huashang,000179.png,952,576,1420,95,0.066901,0.933099,False
huashang,000180.png,952,576,2334,181,0.077549,0.922451,False
huashang,000181.png,952,576,4672,417,0.089255,0.910745,False
huashang,000182.png,952,576,1319,108,0.081880,0.918120,False
huashang,000183.png,952,576,2485,211,0.084909,0.915091,False
huashang,000184.png,952,576,2570,255,0.099222,0.900778,False
huashang,000185.png,952,576,3579,211,0.058955,0.941045,False
huashang,000186.png,1024,1024,991,43,0.043391,0.956609,False
huashang,000187.png,1024,1024,697,25,0.035868,0.964132,False
huashang,000188.png,952,576,7214,973,0.134877,0.865123,False
huashang,000189.png,952,576,9122,1074,0.117737,0.882263,False
huashang,000190.png,952,576,563,12,0.021314,0.978686,False
huashang,000191.png,952,576,19143,2413,0.126051,0.873949,False
huashang,000192.png,952,576,7201,843,0.117067,0.882933,False
huashang,000193.png,952,576,8563,1004,0.117249,0.882751,False
huashang,000194.png,952,576,6865,782,0.113911,0.886089,False
huashang,000195.png,952,576,3111,97,0.031180,0.968820,False
huashang,000196.png,952,576,1921,155,0.080687,0.919313,False
huashang,000197.png,952,576,2742,255,0.092998,0.907002,False
huashang,000198.png,952,576,2336,194,0.083048,0.916952,False
huashang,000199.png,1024,1024,3309,0,0.000000,1.000000,True
huashang,000200.png,1024,1024,4997,192,0.038423,0.961577,False
huashang,000201.png,1024,1024,7997,466,0.058272,0.941728,False
huashang,000202.png,1024,1024,7861,457,0.058135,0.941865,False
huashang,000203.png,1024,1024,6171,321,0.052018,0.947982,False
huashang,000204.png,952,576,12419,1601,0.128915,0.871085,False
huashang,000205.png,952,576,12462,1463,0.117397,0.882603,False
huashang,000206.png,952,576,9667,1141,0.118030,0.881970,False
huashang,000207.png,952,576,9718,1225,0.126055,0.873945,False
huashang,000208.png,952,576,16136,1875,0.116200,0.883800,False
huashang,000209.png,952,576,8487,987,0.116296,0.883704,False
huashang,000210.png,952,576,20979,2330,0.111063,0.888937,False
huashang,000211.png,952,576,10156,1195,0.117664,0.882336,False
huashang,000212.png,952,576,7242,865,0.119442,0.880558,False
huashang,000213.png,952,576,2778,226,0.081353,0.918647,False
huashang,000214.png,952,576,3071,207,0.067405,0.932595,False
huashang,000215.png,952,576,2102,185,0.088011,0.911989,False
huashang,000216.png,952,576,4251,397,0.093390,0.906610,False
huashang,000217.png,952,576,164,0,0.000000,1.000000,True
huashang,000218.png,952,576,3166,227,0.071699,0.928301,False
huashang,000219.png,952,576,1526,128,0.083879,0.916121,False
huashang,000220.png,952,576,4593,408,0.088831,0.911169,False
huashang,000221.png,1024,1024,3983,224,0.056239,0.943761,False
huashang,000222.png,1024,1024,5145,310,0.060253,0.939747,False
huashang,000223.png,1024,1024,469,0,0.000000,1.000000,True
huashang,000224.png,1024,1024,6129,370,0.060369,0.939631,False
huashang,000225.png,1024,1024,3973,249,0.062673,0.937327,False
huashang,000226.png,952,576,4436,628,0.141569,0.858431,False
huashang,000227.png,952,576,10164,1350,0.132822,0.867178,False
huashang,000228.png,952,576,1330,0,0.000000,1.000000,True
huashang,000229.png,952,576,6389,903,0.141337,0.858663,False
huashang,000230.png,952,576,5166,664,0.128533,0.871467,False
huashang,000231.png,952,576,6009,811,0.134964,0.865036,False
huashang,000232.png,952,576,997,0,0.000000,1.000000,True
huashang,000233.png,952,576,5237,261,0.049838,0.950162,False
huashang,000234.png,952,576,6353,839,0.132064,0.867936,False
huashang,000235.png,952,576,10228,1324,0.129449,0.870551,False
huashang,000236.png,952,576,4292,349,0.081314,0.918686,False
huashang,000237.png,952,576,5868,608,0.103613,0.896387,False
huashang,000238.png,952,576,345,0,0.000000,1.000000,True
huashang,000239.png,952,576,3538,445,0.125777,0.874223,False
huashang,000240.png,1024,1024,3556,142,0.039933,0.960067,False
huashang,000241.png,1024,1024,545,0,0.000000,1.000000,True
huashang,000242.png,952,576,5584,686,0.122851,0.877149,False
huashang,000243.png,952,576,5234,715,0.136607,0.863393,False
huashang,000244.png,952,576,5641,727,0.128878,0.871122,False
huashang,000245.png,952,576,6431,815,0.126730,0.873270,False
huashang,000246.png,952,576,4880,647,0.132582,0.867418,False
huashang,000247.png,952,576,6323,720,0.113870,0.886130,False
huashang,000248.png,952,576,7824,901,0.115158,0.884842,False
huashang,000249.png,952,576,10095,1178,0.116691,0.883309,False
huashang,000250.png,952,576,7867,917,0.116563,0.883437,False
huashang,000251.png,952,576,7272,818,0.112486,0.887514,False
huashang,000252.png,952,576,6353,789,0.124193,0.875807,False
huashang,000253.png,952,576,8814,813,0.092240,0.907760,False
huashang,000254.png,952,576,6965,889,0.127638,0.872362,False
huashang,000255.png,952,576,7055,581,0.082353,0.917647,False
huashang,000256.png,952,576,10223,1450,0.141837,0.858163,False
huashang,000257.png,952,576,3605,226,0.062691,0.937309,False
huashang,000258.png,952,576,4943,327,0.066154,0.933846,False
huashang,000259.png,952,576,7627,1173,0.153796,0.846204,False
huashang,000260.png,952,576,9201,941,0.102271,0.897729,False
huashang,000261.png,952,576,2432,200,0.082237,0.917763,False
huashang,000262.png,952,576,4828,488,0.101077,0.898923,False
huashang,000263.png,952,576,1674,136,0.081243,0.918757,False
huashang,000264.png,952,576,1522,130,0.085414,0.914586,False
huashang,000265.png,952,576,4200,374,0.089048,0.910952,False
huashang,000266.png,952,576,2371,128,0.053986,0.946014,False
huashang,000267.png,952,576,1500,66,0.044000,0.956000,False
huashang,000268.png,952,576,2366,207,0.087489,0.912511,False
huashang,000269.png,952,576,1696,145,0.085495,0.914505,False
huashang,000270.png,952,576,2383,184,0.077214,0.922786,False
huashang,000271.png,952,576,1781,140,0.078608,0.921392,False
huashang,000272.png,952,576,1646,144,0.087485,0.912515,False
huashang,000273.png,952,576,1670,125,0.074850,0.925150,False
huashang,000274.png,952,576,3465,314,0.090620,0.909380,False
huashang,000275.png,952,576,881,25,0.028377,0.971623,False
huashang,000276.png,952,576,8907,1045,0.117323,0.882677,False
huashang,000277.png,952,576,22535,2692,0.119459,0.880541,False
huashang,000278.png,952,576,7585,875,0.115359,0.884641,False
huashang,000279.png,952,576,8040,935,0.116294,0.883706,False
huashang,000280.png,952,576,19802,2424,0.122412,0.877588,False
huashang,000281.png,952,576,6400,748,0.116875,0.883125,False
huashang,000282.png,952,576,10476,1393,0.132971,0.867029,False
huashang,000283.png,952,576,5518,554,0.100399,0.899601,False
huashang,000284.png,952,576,2216,176,0.079422,0.920578,False
huashang,000285.png,952,576,3240,238,0.073457,0.926543,False
huashang,000286.png,952,576,2143,165,0.076995,0.923005,False
huashang,000287.png,952,576,1522,137,0.090013,0.909987,False
huashang,000288.png,952,576,887,0,0.000000,1.000000,True
huashang,000289.png,952,576,1656,64,0.038647,0.961353,False
huashang,000290.png,952,576,1670,130,0.077844,0.922156,False
huashang,000291.png,952,576,4762,551,0.115708,0.884292,False
huashang,000292.png,952,576,6695,776,0.115907,0.884093,False
huashang,000293.png,952,576,7706,883,0.114586,0.885414,False
huashang,000294.png,952,576,15534,1898,0.122184,0.877816,False
huashang,000295.png,952,576,12544,1487,0.118543,0.881457,False
huashang,000296.png,952,576,4837,559,0.115568,0.884432,False
huashang,000297.png,952,576,5208,578,0.110983,0.889017,False
huashang,000298.png,952,576,12324,1494,0.121227,0.878773,False
huashang,000299.png,952,576,12919,1577,0.122068,0.877932,False
huashang,000300.png,952,576,7207,838,0.116276,0.883724,False
huashang,000301.png,952,576,7382,872,0.118125,0.881875,False
huashang,000302.png,952,576,5786,694,0.119945,0.880055,False
huashang,000303.png,952,576,11385,1300,0.114185,0.885815,False
huashang,000304.png,952,576,10166,1194,0.117450,0.882550,False
huashang,000305.png,952,576,12884,1475,0.114483,0.885517,False
huashang,000306.png,952,576,5009,585,0.116790,0.883210,False
huashang,000307.png,952,576,3907,489,0.125160,0.874840,False
huashang,000308.png,952,576,8297,966,0.116428,0.883572,False
huashang,000309.png,952,576,10295,1275,0.123847,0.876153,False
huashang,000310.png,952,576,10887,1241,0.113989,0.886011,False
huashang,000311.png,952,576,10310,1198,0.116198,0.883802,False
huashang,000312.png,952,576,5057,971,0.192011,0.807989,False
huashang,000313.png,952,576,10125,1165,0.115062,0.884938,False
huashang,000314.png,952,576,20122,2319,0.115247,0.884753,False
huashang,000315.png,952,576,4513,534,0.118325,0.881675,False
huashang,000316.png,952,576,13513,1581,0.116998,0.883002,False
huashang,000317.png,952,576,8284,1270,0.153308,0.846692,False
huashang,000318.png,952,576,8878,1088,0.122550,0.877450,False
huashang,000319.png,952,576,10994,1397,0.127069,0.872931,False
huashang,000320.png,952,576,19936,2676,0.134230,0.865770,False
huashang,000321.png,952,576,4225,409,0.096805,0.903195,False
huashang,000322.png,952,576,3565,318,0.089201,0.910799,False
huashang,000323.png,952,576,3796,291,0.076660,0.923340,False
huashang,000324.png,952,576,3525,315,0.089362,0.910638,False
huashang,000325.png,952,576,1970,181,0.091878,0.908122,False
huashang,000326.png,952,576,3407,281,0.082477,0.917523,False
huashang,000327.png,952,576,2548,213,0.083595,0.916405,False
huashang,000328.png,952,576,3070,285,0.092834,0.907166,False
huashang,000329.png,952,576,2256,194,0.085993,0.914007,False
liangying,000000.png,1024,1024,66104,4107,0.062129,0.937871,False
liangying,000001.png,1024,1024,159515,9440,0.059179,0.940821,False
liangying,000002.png,1024,1024,516831,29657,0.057382,0.942618,False
liangying,000003.png,1024,1024,370,22,0.059459,0.940541,False
liangying,000004.png,1024,1024,55464,3445,0.062112,0.937888,False
liangying,000005.png,1024,1024,71454,3023,0.042307,0.957693,False
liangying,000006.png,1024,1024,303513,18848,0.062099,0.937901,False
liangying,000007.png,1024,1024,105559,6318,0.059853,0.940147,False
liangying,000008.png,1024,1024,329549,18376,0.055761,0.944239,False
liangying,000009.png,1024,1024,14973,601,0.040139,0.959861,False
liangying,000010.png,1024,1024,61975,3390,0.054699,0.945301,False
liangying,000011.png,1024,1024,15162,945,0.062327,0.937673,False
liangying,000012.png,1024,1024,3644,218,0.059824,0.940176,False
liangying,000013.png,1024,1024,124499,6898,0.055406,0.944594,False
liangying,000014.png,1024,1024,122176,7583,0.062066,0.937934,False
liangying,000015.png,1024,1024,52456,2908,0.055437,0.944563,False
liangying,000016.png,1024,1024,34943,2186,0.062559,0.937441,False
liangying,000017.png,1024,1024,30203,639,0.021157,0.978843,False
liangying,000018.png,1024,1024,116429,7271,0.062450,0.937550,False
liangying,000019.png,1024,1024,21537,127,0.005897,0.994103,False
liangying,000020.png,1024,1024,45267,1078,0.023814,0.976186,False
liangying,000021.png,1024,1024,25617,570,0.022251,0.977749,False
liangying,000022.png,1024,1024,101515,4894,0.048210,0.951790,False
liangying,000023.png,1024,1024,35736,2232,0.062458,0.937542,False
liangying,000024.png,1024,1024,269640,16873,0.062576,0.937424,False
liangying,000025.png,1024,1024,215438,12184,0.056555,0.943445,False
liangying,000026.png,1024,1024,136430,6968,0.051074,0.948926,False
liangying,000027.png,1024,1024,43488,1472,0.033848,0.966152,False
liangying,000028.png,1024,1024,199749,10593,0.053032,0.946968,False
liangying,000029.png,1024,1024,932,0,0.000000,1.000000,True
liangying,000030.png,1024,1024,296236,17914,0.060472,0.939528,False
liangying,000031.png,1024,1024,489918,28959,0.059110,0.940890,False
liangying,000032.png,1024,1024,214580,11785,0.054921,0.945079,False
liangying,000033.png,1024,1024,380485,22999,0.060447,0.939553,False
liangying,000034.png,1024,1024,139516,8662,0.062086,0.937914,False
liangying,000035.png,1024,1024,201629,12549,0.062238,0.937762,False
liangying,000036.png,1024,1024,386557,23825,0.061634,0.938366,False
liangying,000037.png,1024,1024,474562,27247,0.057415,0.942585,False
liangying,000038.png,1024,1024,105850,6499,0.061398,0.938602,False
liangying,000039.png,1024,1024,320356,19971,0.062340,0.937660,False
liangying,000040.png,1024,1024,227176,14192,0.062471,0.937529,False
liangying,000041.png,1024,1024,172656,10799,0.062546,0.937454,False
liangying,000042.png,1024,1024,232357,14525,0.062512,0.937488,False
liangying,000043.png,1024,1024,247763,15523,0.062653,0.937347,False
liangying,000044.png,1024,1024,95651,5922,0.061913,0.938087,False
liangying,000045.png,1024,1024,27189,1678,0.061716,0.938284,False
liangying,000046.png,1024,1024,117845,5976,0.050711,0.949289,False
liangying,000047.png,1024,1024,452271,24360,0.053862,0.946138,False
liangying,000048.png,1024,1024,51786,2130,0.041131,0.958869,False
liangying,000049.png,1024,1024,78847,4014,0.050909,0.949091,False
liangying,000050.png,1024,1024,27450,298,0.010856,0.989144,False
liangying,000051.png,1024,1024,60236,2762,0.045853,0.954147,False
liangying,000052.png,1024,1024,33502,664,0.019820,0.980180,False
liangying,000053.png,1024,1024,74450,3799,0.051028,0.948972,False
liangying,000054.png,1024,1024,64777,3393,0.052380,0.947620,False
liangying,000055.png,1024,1024,47681,2416,0.050670,0.949330,False
liangying,000056.png,1024,1024,349035,17902,0.051290,0.948710,False
liangying,000057.png,1024,1024,6597,154,0.023344,0.976656,False
pengshang,000000.png,768,288,86,66,0.767442,0.232558,False
pengshang,000001.png,1024,1024,241,12,0.049793,0.950207,False
pengshang,000002.png,1024,1024,394,26,0.065990,0.934010,False
pengshang,000003.png,1024,1024,294,19,0.064626,0.935374,False
pengshang,000004.png,1024,1024,223,1,0.004484,0.995516,False
pengshang,000005.png,1024,1024,370,23,0.062162,0.937838,False
pengshang,000006.png,1024,1024,212,14,0.066038,0.933962,False
pengshang,000007.png,1024,1024,574,35,0.060976,0.939024,False
pengshang,000008.png,1024,1024,574,35,0.060976,0.939024,False
pengshang,000009.png,1024,1024,162,10,0.061728,0.938272,False
pengshang,000010.png,1024,1024,135,8,0.059259,0.940741,False
pengshang,000011.png,1024,1024,225,16,0.071111,0.928889,False
pengshang,000012.png,1024,1024,133,0,0.000000,1.000000,True
pengshang,000013.png,1024,1024,1234,45,0.036467,0.963533,False
pengshang,000014.png,1024,1024,282,18,0.063830,0.936170,False
shuiyin,000000.png,1024,1024,11109,608,0.054730,0.945270,False
shuiyin,000001.png,1024,1024,4429,119,0.026868,0.973132,False
shuiyin,000002.png,1024,1024,9577,575,0.060040,0.939960,False
shuiyin,000003.png,1024,1024,28740,1679,0.058420,0.941580,False
shuiyin,000004.png,1024,1024,1844,93,0.050434,0.949566,False
shuiyin,000005.png,1024,1024,8106,455,0.056131,0.943869,False
shuiyin,000006.png,1024,1024,10510,658,0.062607,0.937393,False
shuiyin,000007.png,1024,1024,25406,1446,0.056916,0.943084,False
shuiyin,000008.png,1024,1024,8806,510,0.057915,0.942085,False
shuiyin,000009.png,1024,1024,10346,587,0.056737,0.943263,False
shuiyin,000010.png,1024,1024,3290,0,0.000000,1.000000,True
shuiyin,000011.png,1024,1024,10735,631,0.058780,0.941220,False
shuiyin,000012.png,1024,1024,4869,183,0.037585,0.962415,False
shuiyin,000013.png,1024,1024,7852,452,0.057565,0.942435,False
shuiyin,000014.png,1024,1024,14029,793,0.056526,0.943474,False
shuiyin,000015.png,1024,1024,5706,319,0.055906,0.944094,False
shuiyin,000016.png,1024,1024,17219,988,0.057378,0.942622,False
shuiyin,000017.png,1024,1024,9619,612,0.063624,0.936376,False
shuiyin,000018.png,1024,1024,7202,357,0.049570,0.950430,False
shuiyin,000019.png,1024,1024,5892,288,0.048880,0.951120,False
shuiyin,000020.png,1024,1024,19401,1114,0.057420,0.942580,False
shuiyin,000021.png,1024,1024,14923,667,0.044696,0.955304,False
shuiyin,000022.png,1024,1024,4164,194,0.046590,0.953410,False
shuiyin,000023.png,1024,1024,14877,914,0.061437,0.938563,False
shuiyin,000024.png,1024,1024,15745,856,0.054366,0.945634,False
shuiyin,000025.png,1024,1024,3732,0,0.000000,1.000000,True
shuiyin,000026.png,1024,1024,18712,1103,0.058946,0.941054,False
shuiyin,000027.png,1024,1024,13050,767,0.058774,0.941226,False
shuiyin,000028.png,1024,1024,20707,1205,0.058193,0.941807,False
shuiyin,000029.png,1024,1024,10631,606,0.057003,0.942997,False
shuiyin,000030.png,1024,1024,14088,740,0.052527,0.947473,False
shuiyin,000031.png,1024,1024,5496,286,0.052038,0.947962,False
shuiyin,000032.png,1024,1024,60336,1437,0.023817,0.976183,False
shuiyin,000033.png,1024,1024,71960,3786,0.052613,0.947387,False
shuiyin,000034.png,1024,1024,6530,374,0.057274,0.942726,False
shuiyin,000035.png,1024,1024,8517,530,0.062228,0.937772,False
shuiyin,000036.png,1024,1024,9525,558,0.058583,0.941417,False
shuiyin,000037.png,1024,1024,13993,797,0.056957,0.943043,False
shuiyin,000038.png,1024,1024,15193,704,0.046337,0.953663,False
shuiyin,000039.png,1024,1024,7592,331,0.043599,0.956401,False
shuiyin,000040.png,1024,1024,17605,1019,0.057881,0.942119,False
shuiyin,000041.png,1024,1024,3957,0,0.000000,1.000000,True
shuiyin,000042.png,1024,1024,10496,628,0.059832,0.940168,False
shuiyin,000043.png,1024,1024,3982,141,0.035409,0.964591,False
shuiyin,000044.png,1024,1024,9445,592,0.062679,0.937321,False
shuiyin,000045.png,1024,1024,16877,891,0.052794,0.947206,False
shuiyin,000046.png,1024,1024,3775,235,0.062252,0.937748,False
shuiyin,000047.png,1024,1024,13048,715,0.054798,0.945202,False
shuiyin,000048.png,1024,1024,5211,227,0.043562,0.956438,False
shuiyin,000049.png,1024,1024,8424,482,0.057217,0.942783,False
shuiyin,000050.png,1024,1024,9887,618,0.062506,0.937494,False
shuiyin,000051.png,1024,1024,13142,723,0.055014,0.944986,False
shuiyin,000052.png,1024,1024,7359,425,0.057752,0.942248,False
shuiyin,000053.png,1024,1024,4524,271,0.059903,0.940097,False
shuiyin,000054.png,1024,1024,17763,1000,0.056297,0.943703,False
shuiyin,000055.png,1024,1024,13071,746,0.057073,0.942927,False
shuiyin,000056.png,1024,1024,7710,447,0.057977,0.942023,False
shuiyin,000057.png,1024,1024,20111,1121,0.055741,0.944259,False
shuiyin,000058.png,1024,1024,3628,227,0.062569,0.937431,False
shuiyin,000059.png,1024,1024,1541,0,0.000000,1.000000,True
shuiyin,000060.png,1024,1024,8370,479,0.057228,0.942772,False
shuiyin,000061.png,1024,1024,6877,378,0.054966,0.945034,False
shuiyin,000062.png,1024,1024,7466,444,0.059470,0.940530,False
shuiyin,000063.png,1024,1024,23333,1386,0.059401,0.940599,False
shuiyin,000064.png,1024,1024,9218,358,0.038837,0.961163,False
shuiyin,000065.png,1024,1024,8892,450,0.050607,0.949393,False
shuiyin,000066.png,1024,1024,18565,1042,0.056127,0.943873,False
shuiyin,000067.png,1024,1024,12833,737,0.057430,0.942570,False
shuiyin,000068.png,1024,1024,12904,763,0.059129,0.940871,False
shuiyin,000069.png,1024,1024,5696,234,0.041081,0.958919,False
shuiyin,000070.png,1024,1024,8011,457,0.057047,0.942953,False
shuiyin,000071.png,1024,1024,11602,596,0.051370,0.948630,False
shuiyin,000072.png,1024,1024,18272,1022,0.055933,0.944067,False
shuiyin,000073.png,1024,1024,12587,685,0.054421,0.945579,False
shuiyin,000074.png,1024,1024,5722,260,0.045439,0.954561,False
shuiyin,000075.png,1024,1024,16347,1007,0.061602,0.938398,False
shuiyin,000076.png,1024,1024,8962,453,0.050547,0.949453,False
shuiyin,000077.png,1024,1024,12648,791,0.062540,0.937460,False
shuiyin,000078.png,1024,1024,4381,225,0.051358,0.948642,False
shuiyin,000079.png,1024,1024,4415,287,0.065006,0.934994,False
shuiyin,000080.png,1024,1024,20069,1268,0.063182,0.936818,False
shuiyin,000081.png,1024,1024,1708,0,0.000000,1.000000,True
shuiyin,000082.png,1024,1024,4086,261,0.063877,0.936123,False
shuiyin,000083.png,1024,1024,5621,337,0.059954,0.940046,False
shuiyin,000084.png,1024,1024,10420,615,0.059021,0.940979,False
shuiyin,000085.png,1024,1024,3416,135,0.039520,0.960480,False
shuiyin,000086.png,1024,1024,1250,24,0.019200,0.980800,False
shuiyin,000087.png,1024,1024,5860,264,0.045051,0.954949,False
shuiyin,000088.png,1024,1024,2802,0,0.000000,1.000000,True
shuiyin,000089.png,1024,1024,5713,130,0.022755,0.977245,False
shuiyin,000090.png,1024,1024,8036,356,0.044301,0.955699,False
shuiyin,000091.png,1024,1024,5091,173,0.033982,0.966018,False
yashang,000000.png,1024,1024,1111,73,0.065707,0.934293,False
yashang,000001.png,1024,1024,3899,245,0.062837,0.937163,False
yashang,000002.png,1024,1024,3067,194,0.063254,0.936746,False
yashang,000003.png,1024,1024,1073,45,0.041938,0.958062,False
yashang,000004.png,1024,1024,2936,186,0.063351,0.936649,False
yashang,000005.png,1024,1024,1558,99,0.063543,0.936457,False
yashang,000006.png,1024,1024,2364,148,0.062606,0.937394,False
yashang,000007.png,1024,1024,3039,194,0.063837,0.936163,False
yashang,000008.png,1024,1024,1097,66,0.060164,0.939836,False
yashang,000009.png,1024,1024,1913,120,0.062729,0.937271,False
yashang,000010.png,1024,1024,1309,83,0.063407,0.936593,False
yashang,000011.png,1024,1024,1449,90,0.062112,0.937888,False
yashang,000012.png,1024,1024,950,59,0.062105,0.937895,False
yashang,000013.png,1024,1024,2298,144,0.062663,0.937337,False
yashang,000014.png,1024,1024,2039,127,0.062285,0.937715,False
yashang,000015.png,1024,1024,1984,125,0.063004,0.936996,False
yashang,000016.png,1024,1024,1902,122,0.064143,0.935857,False
yashang,000017.png,1024,1024,1236,79,0.063916,0.936084,False
yashang,000018.png,1024,1024,1956,121,0.061861,0.938139,False
yashang,000019.png,1024,1024,1179,72,0.061069,0.938931,False
yashang,000020.png,1024,1024,2933,179,0.061030,0.938970,False
yashang,000021.png,624,576,1646,318,0.193196,0.806804,False
yashang,000022.png,952,576,1321,0,0.000000,1.000000,True
yashang,000023.png,768,288,234,0,0.000000,1.000000,True
yashang,000024.png,768,288,2704,0,0.000000,1.000000,True
yashang,000025.png,768,288,549,430,0.783242,0.216758,False
yashang,000026.png,768,288,650,514,0.790769,0.209231,False
yashang,000027.png,768,288,882,0,0.000000,1.000000,True
yashang,000028.png,1024,1024,2031,127,0.062531,0.937469,False
yashang,000029.png,1024,1024,912,57,0.062500,0.937500,False
yashang,000030.png,1024,1024,690,44,0.063768,0.936232,False
yashang,000031.png,1024,1024,744,50,0.067204,0.932796,False
yashang,000032.png,1024,1024,1278,80,0.062598,0.937402,False
yashang,000033.png,1024,1024,906,54,0.059603,0.940397,False
yashang,000034.png,1024,1024,1325,80,0.060377,0.939623,False
yashang,000035.png,1024,1024,692,45,0.065029,0.934971,False
yashang,000036.png,1024,1024,450,26,0.057778,0.942222,False
yashang,000037.png,1024,1024,1161,72,0.062016,0.937984,False
yashang,000038.png,1024,1024,1664,105,0.063101,0.936899,False
yashang,000039.png,1024,1024,725,43,0.059310,0.940690,False
yashang,000040.png,1024,1024,2589,164,0.063345,0.936655,False
yashang,000041.png,1024,1024,753,47,0.062417,0.937583,False
yashang,000042.png,1024,1024,3369,211,0.062630,0.937370,False
yashang,000043.png,1024,1024,985,61,0.061929,0.938071,False
yashang,000044.png,1024,1024,296,19,0.064189,0.935811,False
yashang,000045.png,1024,1024,680,44,0.064706,0.935294,False
yashang,000046.png,1024,1024,881,55,0.062429,0.937571,False
yashang,000047.png,1024,1024,725,46,0.063448,0.936552,False
yashang,000048.png,1024,1024,1480,92,0.062162,0.937838,False
yashang,000049.png,1024,1024,872,55,0.063073,0.936927,False
yashang,000050.png,1024,1024,2697,170,0.063033,0.936967,False
yashang,000051.png,1024,1024,718,45,0.062674,0.937326,False
yashang,000052.png,1024,1024,718,11,0.015320,0.984680,False
yashang,000053.png,1024,1024,991,62,0.062563,0.937437,False
yashang,000054.png,1024,1024,1767,111,0.062818,0.937182,False
yashang,000055.png,1024,1024,535,33,0.061682,0.938318,False
yashang,000056.png,1024,1024,1064,65,0.061090,0.938910,False
yashang,000057.png,1024,1024,1558,94,0.060334,0.939666,False
yashang,000058.png,1024,1024,724,45,0.062155,0.937845,False
yashang,000059.png,1024,1024,1038,66,0.063584,0.936416,False
yashang,000060.png,1024,1024,2582,160,0.061967,0.938033,False
yashang,000061.png,1024,1024,1043,65,0.062320,0.937680,False
yashang,000062.png,1024,1024,788,47,0.059645,0.940355,False
yashang,000063.png,1024,1024,1255,79,0.062948,0.937052,False
yashang,000064.png,1024,1024,1259,82,0.065131,0.934869,False
yashang,000065.png,1024,1024,859,53,0.061700,0.938300,False
yashang,000066.png,1024,1024,688,45,0.065407,0.934593,False
yashang,000067.png,1024,1024,1607,100,0.062228,0.937772,False
yashang,000068.png,1024,1024,2083,131,0.062890,0.937110,False
yashang,000069.png,1024,1024,876,56,0.063927,0.936073,False
yashang,000070.png,1024,1024,1517,93,0.061305,0.938695,False
yashang,000071.png,1024,1024,582,36,0.061856,0.938144,False
yashang,000072.png,1024,1024,596,38,0.063758,0.936242,False
yashang,000073.png,1024,1024,2613,161,0.061615,0.938385,False
yashang,000074.png,1024,1024,919,57,0.062024,0.937976,False
yashang,000075.png,1024,1024,891,57,0.063973,0.936027,False
