image_path,defect_type,true_label,score,predicted_label,error_type
test\good\000220.png,good,0,0.508655846118927,0,true_negative
test\good\000221.png,good,0,0.48560190200805664,0,true_negative
test\good\000222.png,good,0,0.46391767263412476,0,true_negative
test\good\000223.png,good,0,0.55198734998703,1,false_positive
test\good\000224.png,good,0,0.502163827419281,0,true_negative
test\good\000225.png,good,0,0.5170736908912659,0,true_negative
test\good\000226.png,good,0,0.5396459698677063,0,true_negative
test\good\000227.png,good,0,0.5493481159210205,1,false_positive
test\good\000228.png,good,0,0.5028687715530396,0,true_negative
test\good\000229.png,good,0,0.49726033210754395,0,true_negative
test\good\000230.png,good,0,0.5448967218399048,1,false_positive
test\good\000231.png,good,0,0.6587164998054504,1,false_positive
test\good\000232.png,good,0,0.6982323527336121,1,false_positive
test\good\000233.png,good,0,0.5249543786048889,0,true_negative
test\good\000234.png,good,0,0.5050657391548157,0,true_negative
test\good\000235.png,good,0,0.511667013168335,0,true_negative
test\good\000236.png,good,0,0.5130129456520081,0,true_negative
test\good\000237.png,good,0,0.5274452567100525,0,true_negative
test\good\000238.png,good,0,0.5617719888687134,1,false_positive
test\good\000239.png,good,0,0.46734192967414856,0,true_negative
test\good\000240.png,good,0,0.6386451721191406,1,false_positive
test\good\000241.png,good,0,0.5626075267791748,1,false_positive
test\good\000242.png,good,0,0.6672939658164978,1,false_positive
test\good\000243.png,good,0,0.5265181064605713,0,true_negative
test\good\000244.png,good,0,0.6162796020507812,1,false_positive
test\good\000245.png,good,0,0.6283292770385742,1,false_positive
test\good\000246.png,good,0,0.5166335105895996,0,true_negative
test\good\000247.png,good,0,0.5536210536956787,1,false_positive
test\good\000248.png,good,0,0.48340436816215515,0,true_negative
test\good\000249.png,good,0,0.5053611993789673,0,true_negative
test\good\000250.png,good,0,0.5064594745635986,0,true_negative
test\good\000251.png,good,0,0.4952370822429657,0,true_negative
test\good\000252.png,good,0,0.4693838357925415,0,true_negative
test\good\000253.png,good,0,0.4751375615596771,0,true_negative
test\good\000254.png,good,0,0.46517983078956604,0,true_negative
test\good\000255.png,good,0,0.4915481507778168,0,true_negative
test\good\000256.png,good,0,0.526749312877655,0,true_negative
test\good\000257.png,good,0,0.495790034532547,0,true_negative
test\good\000258.png,good,0,0.5354222655296326,0,true_negative
test\good\000259.png,good,0,0.5780186653137207,1,false_positive
test\good\000260.png,good,0,0.5299164652824402,0,true_negative
test\good\000261.png,good,0,0.5248620510101318,0,true_negative
test\good\000262.png,good,0,0.5235609412193298,0,true_negative
test\good\000263.png,good,0,0.6289045214653015,1,false_positive
test\good\000264.png,good,0,0.5270734429359436,0,true_negative
test\good\000265.png,good,0,0.4844629764556885,0,true_negative
test\good\000266.png,good,0,0.5110443830490112,0,true_negative
test\good\000267.png,good,0,0.49932387471199036,0,true_negative
test\good\000268.png,good,0,0.5195833444595337,0,true_negative
test\good\000269.png,good,0,0.5938078165054321,1,false_positive
test\good\000270.png,good,0,0.5372721552848816,0,true_negative
test\good\000271.png,good,0,0.5919355750083923,1,false_positive
test\good\000272.png,good,0,0.6110436320304871,1,false_positive
test\good\000273.png,good,0,0.5099748969078064,0,true_negative
test\good\000274.png,good,0,0.49229806661605835,0,true_negative
test\good\000275.png,good,0,0.6091433167457581,1,false_positive
test\good\000276.png,good,0,0.6848722100257874,1,false_positive
test\good\000277.png,good,0,0.5545432567596436,1,false_positive
test\good\000278.png,good,0,0.5456557869911194,1,false_positive
test\good\000279.png,good,0,0.5105997920036316,0,true_negative
test\good\000280.png,good,0,0.5217649936676025,0,true_negative
test\good\000281.png,good,0,0.469909131526947,0,true_negative
test\good\000282.png,good,0,0.5397934317588806,0,true_negative
test\good\000283.png,good,0,0.5564450621604919,1,false_positive
test\good\000284.png,good,0,0.550654411315918,1,false_positive
test\good\000285.png,good,0,0.4780440628528595,0,true_negative
test\good\000286.png,good,0,0.49317288398742676,0,true_negative
test\good\000287.png,good,0,0.46879449486732483,0,true_negative
test\good\000288.png,good,0,0.46681705117225647,0,true_negative
test\good\000289.png,good,0,0.5613160729408264,1,false_positive
test\good\000290.png,good,0,0.5586956143379211,1,false_positive
test\good\000291.png,good,0,0.49414917826652527,0,true_negative
test\good\000292.png,good,0,0.6088261008262634,1,false_positive
test\good\000293.png,good,0,0.4522612690925598,0,true_negative
test\good\000294.png,good,0,0.5245416760444641,0,true_negative
test\good\000295.png,good,0,0.6304509043693542,1,false_positive
test\good\000296.png,good,0,0.5295608639717102,0,true_negative
test\good\000297.png,good,0,0.5721796154975891,1,false_positive
test\good\000298.png,good,0,0.45472827553749084,0,true_negative
test\good\000299.png,good,0,0.47499075531959534,0,true_negative
test\good\000300.png,good,0,0.44594916701316833,0,true_negative
test\good\000301.png,good,0,0.5496348738670349,1,false_positive
test\good\000302.png,good,0,0.5201897025108337,0,true_negative
test\good\000303.png,good,0,0.49893540143966675,0,true_negative
test\good\000304.png,good,0,0.5054561495780945,0,true_negative
test\good\000305.png,good,0,0.5468142032623291,1,false_positive
test\good\000306.png,good,0,0.6962924599647522,1,false_positive
test\good\000307.png,good,0,0.47149327397346497,0,true_negative
test\good\000308.png,good,0,0.5016030669212341,0,true_negative
test\good\000309.png,good,0,0.49124443531036377,0,true_negative
test\good\000310.png,good,0,0.5059608221054077,0,true_negative
test\good\000311.png,good,0,0.5760554671287537,1,false_positive
test\good\000312.png,good,0,0.5636146068572998,1,false_positive
test\good\000313.png,good,0,0.4956088364124298,0,true_negative
test\good\000314.png,good,0,0.6657712459564209,1,false_positive
test\good\000315.png,good,0,0.6761800646781921,1,false_positive
test\good\000316.png,good,0,0.5168229341506958,0,true_negative
test\good\000317.png,good,0,0.50870281457901,0,true_negative
test\good\000318.png,good,0,0.5298587083816528,0,true_negative
test\good\000319.png,good,0,0.6342977285385132,1,false_positive
test\good\000320.png,good,0,0.5553898215293884,1,false_positive
test\good\000321.png,good,0,0.5404447317123413,0,true_negative
test\good\000322.png,good,0,0.5375766158103943,0,true_negative
test\good\000323.png,good,0,0.551696240901947,1,false_positive
test\good\000324.png,good,0,0.5061771869659424,0,true_negative
test\good\000325.png,good,0,0.5182980895042419,0,true_negative
test\good\000326.png,good,0,0.5884609818458557,1,false_positive
test\good\000327.png,good,0,0.7289642691612244,1,false_positive
test\good\000328.png,good,0,0.514731228351593,0,true_negative
test\good\000329.png,good,0,0.49971213936805725,0,true_negative
test\good\000330.png,good,0,0.48841550946235657,0,true_negative
test\good\000331.png,good,0,0.5343471169471741,0,true_negative
test\good\000332.png,good,0,0.4899645149707794,0,true_negative
test\good\000333.png,good,0,0.6057204008102417,1,false_positive
test\good\000334.png,good,0,0.6892901659011841,1,false_positive
test\good\000335.png,good,0,0.6274396777153015,1,false_positive
test\good\000336.png,good,0,0.583472490310669,1,false_positive
test\good\000337.png,good,0,0.4989362359046936,0,true_negative
test\good\000338.png,good,0,0.5222766399383545,0,true_negative
test\good\000339.png,good,0,0.518810510635376,0,true_negative
test\good\000340.png,good,0,0.6165633201599121,1,false_positive
test\good\000341.png,good,0,0.5157055854797363,0,true_negative
test\good\000342.png,good,0,0.49810993671417236,0,true_negative
test\good\000343.png,good,0,0.5187074542045593,0,true_negative
test\good\000344.png,good,0,0.5580497980117798,1,false_positive
test\good\000345.png,good,0,0.48615455627441406,0,true_negative
test\good\000346.png,good,0,0.5315284132957458,0,true_negative
test\good\000347.png,good,0,0.49417537450790405,0,true_negative
test\good\000348.png,good,0,0.5230169296264648,0,true_negative
test\good\000349.png,good,0,0.5296512842178345,0,true_negative
test\good\000350.png,good,0,0.5416641235351562,1,false_positive
test\good\000351.png,good,0,0.5034742951393127,0,true_negative
test\good\000352.png,good,0,0.48654046654701233,0,true_negative
test\good\000353.png,good,0,0.49445679783821106,0,true_negative
test\good\000354.png,good,0,0.5115146636962891,0,true_negative
test\good\000355.png,good,0,0.4760744571685791,0,true_negative
test\good\000356.png,good,0,0.5659198760986328,1,false_positive
test\good\000357.png,good,0,0.5409170389175415,1,false_positive
test\good\000358.png,good,0,0.5298802256584167,0,true_negative
test\good\000359.png,good,0,0.5367523431777954,0,true_negative
test\good\000360.png,good,0,0.48367923498153687,0,true_negative
test\good\000361.png,good,0,0.4748457968235016,0,true_negative
test\good\000362.png,good,0,0.5337242484092712,0,true_negative
test\good\000363.png,good,0,0.48612070083618164,0,true_negative
test\good\000364.png,good,0,0.540278971195221,0,true_negative
test\good\000365.png,good,0,0.5499866604804993,1,false_positive
test\good\000366.png,good,0,0.494515985250473,0,true_negative
test\good\000367.png,good,0,0.4912002682685852,0,true_negative
test\good\000368.png,good,0,0.5657946467399597,1,false_positive
test\guoxi\000000.png,guoxi,1,0.5197429060935974,0,false_negative
test\guoxi\000001.png,guoxi,1,0.7034915685653687,1,true_positive
test\guoxi\000002.png,guoxi,1,0.8135913610458374,1,true_positive
test\guoxi\000003.png,guoxi,1,0.762818455696106,1,true_positive
test\guoxi\000004.png,guoxi,1,0.685581386089325,1,true_positive
test\guoxi\000005.png,guoxi,1,0.8270446062088013,1,true_positive
test\guoxi\000006.png,guoxi,1,0.8163751363754272,1,true_positive
test\guoxi\000007.png,guoxi,1,0.7124830484390259,1,true_positive
test\guoxi\000008.png,guoxi,1,0.7806243896484375,1,true_positive
test\guoxi\000009.png,guoxi,1,0.7736095786094666,1,true_positive
test\guoxi\000010.png,guoxi,1,0.7212957739830017,1,true_positive
test\guoxi\000011.png,guoxi,1,0.7560298442840576,1,true_positive
test\guoxi\000012.png,guoxi,1,0.8052810430526733,1,true_positive
test\guoxi\000013.png,guoxi,1,0.8585999011993408,1,true_positive
test\guoxi\000014.png,guoxi,1,0.7602723240852356,1,true_positive
test\guoxi\000015.png,guoxi,1,0.6563233733177185,1,true_positive
test\guoxi\000016.png,guoxi,1,0.7670369148254395,1,true_positive
test\guoxi\000017.png,guoxi,1,0.7674150466918945,1,true_positive
test\guoxi\000018.png,guoxi,1,0.6040363907814026,1,true_positive
test\guoxi\000019.png,guoxi,1,0.8697329163551331,1,true_positive
test\guoxi\000020.png,guoxi,1,0.8142759203910828,1,true_positive
test\guoxi\000021.png,guoxi,1,0.7676197290420532,1,true_positive
test\guoxi\000022.png,guoxi,1,0.686457097530365,1,true_positive
test\guoxi\000023.png,guoxi,1,0.9031581878662109,1,true_positive
test\guoxi\000024.png,guoxi,1,0.7538012266159058,1,true_positive
test\guoxi\000025.png,guoxi,1,0.7907654643058777,1,true_positive
test\guoxi\000026.png,guoxi,1,0.7938042283058167,1,true_positive
test\guoxi\000027.png,guoxi,1,0.756105899810791,1,true_positive
test\guoxi\000028.png,guoxi,1,0.5788383483886719,1,true_positive
test\guoxi\000029.png,guoxi,1,0.6790151596069336,1,true_positive
test\guoxi\000030.png,guoxi,1,0.7580799460411072,1,true_positive
test\guoxi\000031.png,guoxi,1,0.7812711596488953,1,true_positive
test\guoxi\000032.png,guoxi,1,0.7820370197296143,1,true_positive
test\guoxi\000033.png,guoxi,1,0.6981828808784485,1,true_positive
test\guoxi\000034.png,guoxi,1,0.5777450799942017,1,true_positive
test\guoxi\000035.png,guoxi,1,0.818321704864502,1,true_positive
test\guoxi\000036.png,guoxi,1,0.7766015529632568,1,true_positive
test\guoxi\000037.png,guoxi,1,0.8251448273658752,1,true_positive
test\guoxi\000038.png,guoxi,1,0.8116206526756287,1,true_positive
test\guoxi\000039.png,guoxi,1,0.8231364488601685,1,true_positive
test\guoxi\000040.png,guoxi,1,0.5393590927124023,0,false_negative
test\guoxi\000041.png,guoxi,1,0.8364394903182983,1,true_positive
test\guoxi\000042.png,guoxi,1,0.5387774705886841,0,false_negative
test\guoxi\000043.png,guoxi,1,0.828426718711853,1,true_positive
test\guoxi\000044.png,guoxi,1,0.665371298789978,1,true_positive
test\guoxi\000045.png,guoxi,1,0.8088035583496094,1,true_positive
test\guoxi\000046.png,guoxi,1,0.7567076086997986,1,true_positive
test\guoxi\000047.png,guoxi,1,0.708000123500824,1,true_positive
test\guoxi\000048.png,guoxi,1,0.6789707541465759,1,true_positive
test\guoxi\000049.png,guoxi,1,0.7423931360244751,1,true_positive
test\guoxi\000050.png,guoxi,1,0.7454293966293335,1,true_positive
test\guoxi\000051.png,guoxi,1,0.7844002842903137,1,true_positive
test\guoxi\000052.png,guoxi,1,0.8449144959449768,1,true_positive
test\guoxi\000053.png,guoxi,1,0.9160258173942566,1,true_positive
test\guoxi\000054.png,guoxi,1,0.8947680592536926,1,true_positive
test\guoxi\000055.png,guoxi,1,0.8576483130455017,1,true_positive
test\guoxi\000056.png,guoxi,1,0.8218010067939758,1,true_positive
test\guoxi\000057.png,guoxi,1,0.7317702174186707,1,true_positive
test\guoxi\000058.png,guoxi,1,0.8037635087966919,1,true_positive
test\guoxi\000059.png,guoxi,1,0.782103419303894,1,true_positive
test\guoxi\000060.png,guoxi,1,0.7204063534736633,1,true_positive
test\guoxi\000061.png,guoxi,1,0.7647157311439514,1,true_positive
test\guoxi\000062.png,guoxi,1,0.8164207339286804,1,true_positive
test\guoxi\000063.png,guoxi,1,0.8287541270256042,1,true_positive
test\guoxi\000064.png,guoxi,1,0.5032193660736084,0,false_negative
test\guoxi\000065.png,guoxi,1,0.7156948447227478,1,true_positive
test\guoxi\000066.png,guoxi,1,0.8065391182899475,1,true_positive
test\guoxi\000067.png,guoxi,1,0.8229580521583557,1,true_positive
test\guoxi\000068.png,guoxi,1,0.7786960601806641,1,true_positive
test\guoxi\000069.png,guoxi,1,0.7097432017326355,1,true_positive
test\guoxi\000070.png,guoxi,1,0.744905412197113,1,true_positive
test\guoxi\000071.png,guoxi,1,0.8557599186897278,1,true_positive
test\guoxi\000072.png,guoxi,1,0.7930306792259216,1,true_positive
test\guoxi\000073.png,guoxi,1,0.7900285124778748,1,true_positive
test\guoxi\000074.png,guoxi,1,0.797196626663208,1,true_positive
test\huashang\000000.png,huashang,1,0.7070839405059814,1,true_positive
test\huashang\000001.png,huashang,1,0.6246178150177002,1,true_positive
test\huashang\000002.png,huashang,1,0.7113037109375,1,true_positive
test\huashang\000003.png,huashang,1,0.6620259881019592,1,true_positive
test\huashang\000004.png,huashang,1,0.689577579498291,1,true_positive
test\huashang\000005.png,huashang,1,0.7050450444221497,1,true_positive
test\huashang\000006.png,huashang,1,0.6919153928756714,1,true_positive
test\huashang\000007.png,huashang,1,0.6782469749450684,1,true_positive
test\huashang\000008.png,huashang,1,0.7803722023963928,1,true_positive
test\huashang\000009.png,huashang,1,0.7101044654846191,1,true_positive
test\huashang\000010.png,huashang,1,0.7253161072731018,1,true_positive
test\huashang\000011.png,huashang,1,0.6632415056228638,1,true_positive
test\huashang\000012.png,huashang,1,0.7973427772521973,1,true_positive
test\huashang\000013.png,huashang,1,0.6549997925758362,1,true_positive
test\huashang\000014.png,huashang,1,0.6492612361907959,1,true_positive
test\huashang\000015.png,huashang,1,0.6490502953529358,1,true_positive
test\huashang\000016.png,huashang,1,0.5205448269844055,0,false_negative
test\huashang\000017.png,huashang,1,0.8463988304138184,1,true_positive
test\huashang\000018.png,huashang,1,0.5639159083366394,1,true_positive
test\huashang\000019.png,huashang,1,0.49801647663116455,0,false_negative
test\huashang\000020.png,huashang,1,0.6814822554588318,1,true_positive
test\huashang\000021.png,huashang,1,0.5174210071563721,0,false_negative
test\huashang\000022.png,huashang,1,0.7561318278312683,1,true_positive
test\huashang\000023.png,huashang,1,0.6755486130714417,1,true_positive
test\huashang\000024.png,huashang,1,0.7933264374732971,1,true_positive
test\huashang\000025.png,huashang,1,0.700975239276886,1,true_positive
test\huashang\000026.png,huashang,1,0.6885555386543274,1,true_positive
test\huashang\000027.png,huashang,1,0.7160225510597229,1,true_positive
test\huashang\000028.png,huashang,1,0.6112477779388428,1,true_positive
test\huashang\000029.png,huashang,1,0.5144492983818054,0,false_negative
test\huashang\000030.png,huashang,1,0.5954534411430359,1,true_positive
test\huashang\000031.png,huashang,1,0.6766842603683472,1,true_positive
test\huashang\000032.png,huashang,1,0.7007592916488647,1,true_positive
test\huashang\000033.png,huashang,1,0.7057971358299255,1,true_positive
test\huashang\000034.png,huashang,1,0.5186223983764648,0,false_negative
test\huashang\000035.png,huashang,1,0.688140332698822,1,true_positive
test\huashang\000036.png,huashang,1,0.554549515247345,1,true_positive
test\huashang\000037.png,huashang,1,0.6467633843421936,1,true_positive
test\huashang\000038.png,huashang,1,0.8016955256462097,1,true_positive
test\huashang\000039.png,huashang,1,0.6584567427635193,1,true_positive
test\huashang\000040.png,huashang,1,0.630909264087677,1,true_positive
test\huashang\000041.png,huashang,1,0.8358718752861023,1,true_positive
test\huashang\000042.png,huashang,1,0.751037061214447,1,true_positive
test\huashang\000043.png,huashang,1,0.6582934260368347,1,true_positive
test\huashang\000044.png,huashang,1,0.5510156154632568,1,true_positive
test\huashang\000045.png,huashang,1,0.6854335069656372,1,true_positive
test\huashang\000046.png,huashang,1,0.5759948492050171,1,true_positive
test\huashang\000047.png,huashang,1,0.6202271580696106,1,true_positive
test\huashang\000048.png,huashang,1,0.7076918482780457,1,true_positive
test\huashang\000049.png,huashang,1,0.6140477061271667,1,true_positive
test\huashang\000050.png,huashang,1,0.7866811752319336,1,true_positive
test\huashang\000051.png,huashang,1,0.5150864720344543,0,false_negative
test\huashang\000052.png,huashang,1,0.5504239201545715,1,true_positive
test\huashang\000053.png,huashang,1,0.7858777046203613,1,true_positive
test\huashang\000054.png,huashang,1,0.6418209671974182,1,true_positive
test\huashang\000055.png,huashang,1,0.656819760799408,1,true_positive
test\huashang\000056.png,huashang,1,0.8331631422042847,1,true_positive
test\huashang\000057.png,huashang,1,0.8561727404594421,1,true_positive
test\huashang\000058.png,huashang,1,0.5719354748725891,1,true_positive
test\huashang\000059.png,huashang,1,0.7713931202888489,1,true_positive
test\huashang\000060.png,huashang,1,0.7336639165878296,1,true_positive
test\huashang\000061.png,huashang,1,0.775754988193512,1,true_positive
test\huashang\000062.png,huashang,1,0.6698112487792969,1,true_positive
test\huashang\000063.png,huashang,1,0.7740987539291382,1,true_positive
test\huashang\000064.png,huashang,1,0.709516704082489,1,true_positive
test\huashang\000065.png,huashang,1,0.7712132334709167,1,true_positive
test\huashang\000066.png,huashang,1,0.7729378938674927,1,true_positive
test\huashang\000067.png,huashang,1,0.7560836672782898,1,true_positive
test\huashang\000068.png,huashang,1,0.7607962489128113,1,true_positive
test\huashang\000069.png,huashang,1,0.7559347748756409,1,true_positive
test\huashang\000070.png,huashang,1,0.7507039308547974,1,true_positive
test\huashang\000071.png,huashang,1,0.7799282073974609,1,true_positive
test\huashang\000072.png,huashang,1,0.7663820385932922,1,true_positive
test\huashang\000073.png,huashang,1,0.7437602281570435,1,true_positive
test\huashang\000074.png,huashang,1,0.5537258982658386,1,true_positive
test\huashang\000075.png,huashang,1,0.7467583417892456,1,true_positive
test\huashang\000076.png,huashang,1,0.6661875247955322,1,true_positive
test\huashang\000077.png,huashang,1,0.7340569496154785,1,true_positive
test\huashang\000078.png,huashang,1,0.7595231533050537,1,true_positive
test\huashang\000079.png,huashang,1,0.7508559226989746,1,true_positive
test\huashang\000080.png,huashang,1,0.7900183200836182,1,true_positive
test\huashang\000081.png,huashang,1,0.81524258852005,1,true_positive
test\huashang\000082.png,huashang,1,0.7452591061592102,1,true_positive
test\huashang\000083.png,huashang,1,0.7742778062820435,1,true_positive
test\huashang\000084.png,huashang,1,0.7280316948890686,1,true_positive
test\huashang\000085.png,huashang,1,0.7510234117507935,1,true_positive
test\huashang\000086.png,huashang,1,0.7829065918922424,1,true_positive
test\huashang\000087.png,huashang,1,0.6986410617828369,1,true_positive
test\huashang\000088.png,huashang,1,0.6006720662117004,1,true_positive
test\huashang\000089.png,huashang,1,0.5819729566574097,1,true_positive
test\huashang\000090.png,huashang,1,0.8934058547019958,1,true_positive
test\huashang\000091.png,huashang,1,0.7111676931381226,1,true_positive
test\huashang\000092.png,huashang,1,0.6416993141174316,1,true_positive
test\huashang\000093.png,huashang,1,0.7923369407653809,1,true_positive
test\huashang\000094.png,huashang,1,0.592702329158783,1,true_positive
test\huashang\000095.png,huashang,1,0.594659686088562,1,true_positive
test\huashang\000096.png,huashang,1,0.767598032951355,1,true_positive
test\huashang\000097.png,huashang,1,0.6044986844062805,1,true_positive
test\huashang\000098.png,huashang,1,0.7318039536476135,1,true_positive
test\huashang\000099.png,huashang,1,0.6119065880775452,1,true_positive
test\huashang\000100.png,huashang,1,0.7326952815055847,1,true_positive
test\huashang\000101.png,huashang,1,0.7435505390167236,1,true_positive
test\huashang\000102.png,huashang,1,0.5137549638748169,0,false_negative
test\huashang\000103.png,huashang,1,0.5979375243186951,1,true_positive
test\huashang\000104.png,huashang,1,0.7538557052612305,1,true_positive
test\huashang\000105.png,huashang,1,0.5353273153305054,0,false_negative
test\huashang\000106.png,huashang,1,0.7472580075263977,1,true_positive
test\huashang\000107.png,huashang,1,0.7310420870780945,1,true_positive
test\huashang\000108.png,huashang,1,0.7637046575546265,1,true_positive
test\huashang\000109.png,huashang,1,0.7765376567840576,1,true_positive
test\huashang\000110.png,huashang,1,0.7533382773399353,1,true_positive
test\huashang\000111.png,huashang,1,0.72112637758255,1,true_positive
test\huashang\000112.png,huashang,1,0.7028225660324097,1,true_positive
test\huashang\000113.png,huashang,1,0.7425806522369385,1,true_positive
test\huashang\000114.png,huashang,1,0.738806426525116,1,true_positive
test\huashang\000115.png,huashang,1,0.702804684638977,1,true_positive
test\huashang\000116.png,huashang,1,0.7396446466445923,1,true_positive
test\huashang\000117.png,huashang,1,0.7638446688652039,1,true_positive
test\huashang\000118.png,huashang,1,0.572772741317749,1,true_positive
test\huashang\000119.png,huashang,1,0.7668867111206055,1,true_positive
test\huashang\000120.png,huashang,1,0.7149143815040588,1,true_positive
test\huashang\000121.png,huashang,1,0.7451044917106628,1,true_positive
test\huashang\000122.png,huashang,1,0.6706228852272034,1,true_positive
test\huashang\000123.png,huashang,1,0.7140014171600342,1,true_positive
test\huashang\000124.png,huashang,1,0.7598609328269958,1,true_positive
test\huashang\000125.png,huashang,1,0.7678250074386597,1,true_positive
test\huashang\000126.png,huashang,1,0.7587858438491821,1,true_positive
test\huashang\000127.png,huashang,1,0.7494590878486633,1,true_positive
test\huashang\000128.png,huashang,1,0.759280264377594,1,true_positive
test\huashang\000129.png,huashang,1,0.8119378685951233,1,true_positive
test\huashang\000130.png,huashang,1,0.716600775718689,1,true_positive
test\huashang\000131.png,huashang,1,0.7764888405799866,1,true_positive
test\huashang\000132.png,huashang,1,0.7679018974304199,1,true_positive
test\huashang\000133.png,huashang,1,0.782863199710846,1,true_positive
test\huashang\000134.png,huashang,1,0.6623783111572266,1,true_positive
test\huashang\000135.png,huashang,1,0.7522186040878296,1,true_positive
test\huashang\000136.png,huashang,1,0.7840338349342346,1,true_positive
test\huashang\000137.png,huashang,1,0.755650520324707,1,true_positive
test\huashang\000138.png,huashang,1,0.5825312733650208,1,true_positive
test\huashang\000139.png,huashang,1,0.8044227361679077,1,true_positive
test\huashang\000140.png,huashang,1,0.7182100415229797,1,true_positive
test\huashang\000141.png,huashang,1,0.7623823881149292,1,true_positive
test\huashang\000142.png,huashang,1,0.7498976588249207,1,true_positive
test\huashang\000143.png,huashang,1,0.6492159366607666,1,true_positive
test\huashang\000144.png,huashang,1,0.8502578735351562,1,true_positive
test\huashang\000145.png,huashang,1,0.730891227722168,1,true_positive
test\huashang\000146.png,huashang,1,0.7734853625297546,1,true_positive
test\huashang\000147.png,huashang,1,0.7936680912971497,1,true_positive
test\huashang\000148.png,huashang,1,0.7827452421188354,1,true_positive
test\huashang\000149.png,huashang,1,0.6946563124656677,1,true_positive
test\huashang\000150.png,huashang,1,0.7797163128852844,1,true_positive
test\huashang\000151.png,huashang,1,0.7767027020454407,1,true_positive
test\huashang\000152.png,huashang,1,0.7634482979774475,1,true_positive
test\huashang\000153.png,huashang,1,0.653424859046936,1,true_positive
test\huashang\000154.png,huashang,1,0.62882399559021,1,true_positive
test\huashang\000155.png,huashang,1,0.742728054523468,1,true_positive
test\huashang\000156.png,huashang,1,0.7362657785415649,1,true_positive
test\huashang\000157.png,huashang,1,0.6797360777854919,1,true_positive
test\huashang\000158.png,huashang,1,0.6510807871818542,1,true_positive
test\huashang\000159.png,huashang,1,0.7634387612342834,1,true_positive
test\huashang\000160.png,huashang,1,0.7725193500518799,1,true_positive
test\huashang\000161.png,huashang,1,0.6451442837715149,1,true_positive
test\huashang\000162.png,huashang,1,0.5997949242591858,1,true_positive
test\huashang\000163.png,huashang,1,0.609025239944458,1,true_positive
test\huashang\000164.png,huashang,1,0.868532121181488,1,true_positive
test\huashang\000165.png,huashang,1,0.7714719176292419,1,true_positive
test\huashang\000166.png,huashang,1,0.760277509689331,1,true_positive
test\huashang\000167.png,huashang,1,0.8422704339027405,1,true_positive
test\huashang\000168.png,huashang,1,0.7180479168891907,1,true_positive
test\huashang\000169.png,huashang,1,0.5708457827568054,1,true_positive
test\huashang\000170.png,huashang,1,0.8233742117881775,1,true_positive
test\huashang\000171.png,huashang,1,0.6839962005615234,1,true_positive
test\huashang\000172.png,huashang,1,0.7083679437637329,1,true_positive
test\huashang\000173.png,huashang,1,0.6990980505943298,1,true_positive
test\huashang\000174.png,huashang,1,0.8662117719650269,1,true_positive
test\huashang\000175.png,huashang,1,0.572107195854187,1,true_positive
test\huashang\000176.png,huashang,1,0.8418416380882263,1,true_positive
test\huashang\000177.png,huashang,1,0.7686254382133484,1,true_positive
test\huashang\000178.png,huashang,1,0.5511441230773926,1,true_positive
test\huashang\000179.png,huashang,1,0.5517840385437012,1,true_positive
test\huashang\000180.png,huashang,1,0.7361871600151062,1,true_positive
test\huashang\000181.png,huashang,1,0.5644447803497314,1,true_positive
test\huashang\000182.png,huashang,1,0.5537192225456238,1,true_positive
test\huashang\000183.png,huashang,1,0.6355034112930298,1,true_positive
test\huashang\000184.png,huashang,1,0.6932991147041321,1,true_positive
test\huashang\000185.png,huashang,1,0.6931303143501282,1,true_positive
test\huashang\000186.png,huashang,1,0.6480680704116821,1,true_positive
test\huashang\000187.png,huashang,1,0.6037363409996033,1,true_positive
test\huashang\000188.png,huashang,1,0.6966071724891663,1,true_positive
test\huashang\000189.png,huashang,1,0.7093811631202698,1,true_positive
test\huashang\000190.png,huashang,1,0.6591960787773132,1,true_positive
test\huashang\000191.png,huashang,1,0.7220408320426941,1,true_positive
test\huashang\000192.png,huashang,1,0.6626158356666565,1,true_positive
test\huashang\000193.png,huashang,1,0.7196797132492065,1,true_positive
test\huashang\000194.png,huashang,1,0.7760558128356934,1,true_positive
test\huashang\000195.png,huashang,1,0.5465682148933411,1,true_positive
test\huashang\000196.png,huashang,1,0.6299952268600464,1,true_positive
test\huashang\000197.png,huashang,1,0.672866702079773,1,true_positive
test\huashang\000198.png,huashang,1,0.6473096609115601,1,true_positive
test\huashang\000199.png,huashang,1,0.47952911257743835,0,false_negative
test\huashang\000200.png,huashang,1,0.6727936863899231,1,true_positive
test\huashang\000201.png,huashang,1,0.7314377427101135,1,true_positive
test\huashang\000202.png,huashang,1,0.7364876866340637,1,true_positive
test\huashang\000203.png,huashang,1,0.7512532472610474,1,true_positive
test\huashang\000204.png,huashang,1,0.8139689564704895,1,true_positive
test\huashang\000205.png,huashang,1,0.6187502145767212,1,true_positive
test\huashang\000206.png,huashang,1,0.6258888840675354,1,true_positive
test\huashang\000207.png,huashang,1,0.7179155349731445,1,true_positive
test\huashang\000208.png,huashang,1,0.6199080944061279,1,true_positive
test\huashang\000209.png,huashang,1,0.6605007648468018,1,true_positive
test\huashang\000210.png,huashang,1,0.6604764461517334,1,true_positive
test\huashang\000211.png,huashang,1,0.5321833491325378,0,false_negative
test\huashang\000212.png,huashang,1,0.8025696873664856,1,true_positive
test\huashang\000213.png,huashang,1,0.7094695568084717,1,true_positive
