defect_type,image_name,original_width,original_height,original_defect_pixels,letterbox_defect_pixels,scale,new_width,new_height,pad_left,pad_top,fully_lost
huashang,000094.png,952,576,10616,777,0.268908,256,155,0,50,False
huashang,000095.png,952,576,4894,350,0.268908,256,155,0,50,False
huashang,000096.png,952,576,10326,759,0.268908,256,155,0,50,False
huashang,000097.png,952,576,3540,258,0.268908,256,155,0,50,False
huashang,000098.png,952,576,9823,728,0.268908,256,155,0,50,False
huashang,000099.png,952,576,2940,216,0.268908,256,155,0,50,False
huashang,000100.png,952,576,5796,411,0.268908,256,155,0,50,False
huashang,000101.png,952,576,6066,421,0.268908,256,155,0,50,False
huashang,000102.png,952,576,8558,625,0.268908,256,155,0,50,False
huashang,000103.png,952,576,7164,508,0.268908,256,155,0,50,False
huashang,000104.png,952,576,12150,877,0.268908,256,155,0,50,False
huashang,000105.png,952,576,4441,323,0.268908,256,155,0,50,False
huashang,000106.png,1024,1024,4690,291,0.250000,256,256,0,0,False
huashang,000107.png,1024,1024,5882,367,0.250000,256,256,0,0,False
huashang,000108.png,1024,1024,8516,534,0.250000,256,256,0,0,False
huashang,000109.png,1024,1024,10825,684,0.250000,256,256,0,0,False
huashang,000110.png,1024,1024,4323,270,0.250000,256,256,0,0,False
huashang,000111.png,1024,1024,5479,347,0.250000,256,256,0,0,False
huashang,000112.png,1024,1024,5395,337,0.250000,256,256,0,0,False
huashang,000113.png,1024,1024,8369,527,0.250000,256,256,0,0,False
huashang,000114.png,1024,1024,2524,155,0.250000,256,256,0,0,False
huashang,000115.png,1024,1024,4452,280,0.250000,256,256,0,0,False
huashang,000116.png,1024,1024,6111,381,0.250000,256,256,0,0,False
huashang,000117.png,1024,1024,1872,116,0.250000,256,256,0,0,False
huashang,000118.png,1024,1024,500,39,0.250000,256,256,0,0,False
huashang,000119.png,1024,1024,6121,385,0.250000,256,256,0,0,False
huashang,000120.png,1024,1024,6979,432,0.250000,256,256,0,0,False
huashang,000121.png,1024,1024,2080,131,0.250000,256,256,0,0,False
huashang,000122.png,1024,1024,2035,126,0.250000,256,256,0,0,False
huashang,000123.png,1024,1024,5227,329,0.250000,256,256,0,0,False
huashang,000124.png,1024,1024,2684,170,0.250000,256,256,0,0,False
huashang,000125.png,1024,1024,4702,298,0.250000,256,256,0,0,False
huashang,000126.png,1024,1024,7014,442,0.250000,256,256,0,0,False
huashang,000127.png,1024,1024,3331,204,0.250000,256,256,0,0,False
huashang,000128.png,1024,1024,8723,540,0.250000,256,256,0,0,False
huashang,000129.png,1024,1024,10718,664,0.250000,256,256,0,0,False
huashang,000130.png,1024,1024,4936,311,0.250000,256,256,0,0,False
huashang,000131.png,1024,1024,5737,359,0.250000,256,256,0,0,False
huashang,000132.png,1024,1024,6259,392,0.250000,256,256,0,0,False
huashang,000133.png,1024,1024,6494,409,0.250000,256,256,0,0,False
huashang,000134.png,1024,1024,1978,117,0.250000,256,256,0,0,False
huashang,000135.png,1024,1024,10138,640,0.250000,256,256,0,0,False
huashang,000136.png,1024,1024,11029,693,0.250000,256,256,0,0,False
huashang,000137.png,1024,1024,3266,206,0.250000,256,256,0,0,False
huashang,000138.png,1024,1024,3196,203,0.250000,256,256,0,0,False
huashang,000139.png,1024,1024,9293,578,0.250000,256,256,0,0,False
huashang,000140.png,1024,1024,6087,379,0.250000,256,256,0,0,False
huashang,000141.png,1024,1024,4867,303,0.250000,256,256,0,0,False
huashang,000142.png,1024,1024,5244,322,0.250000,256,256,0,0,False
huashang,000143.png,1024,1024,2694,173,0.250000,256,256,0,0,False
huashang,000144.png,1024,1024,6281,391,0.250000,256,256,0,0,False
huashang,000145.png,1024,1024,2183,135,0.250000,256,256,0,0,False
huashang,000146.png,1024,1024,10343,660,0.250000,256,256,0,0,False
huashang,000147.png,1024,1024,3503,220,0.250000,256,256,0,0,False
huashang,000148.png,1024,1024,3795,238,0.250000,256,256,0,0,False
huashang,000149.png,1024,1024,6028,379,0.250000,256,256,0,0,False
huashang,000150.png,1024,1024,9617,602,0.250000,256,256,0,0,False
huashang,000151.png,1024,1024,8689,540,0.250000,256,256,0,0,False
huashang,000152.png,1024,1024,5796,362,0.250000,256,256,0,0,False
huashang,000153.png,952,576,2006,146,0.268908,256,155,0,50,False
huashang,000154.png,952,576,4522,328,0.268908,256,155,0,50,False
huashang,000155.png,952,576,2297,166,0.268908,256,155,0,50,False
huashang,000156.png,952,576,1420,101,0.268908,256,155,0,50,False
huashang,000157.png,952,576,6043,434,0.268908,256,155,0,50,False
huashang,000158.png,952,576,4454,323,0.268908,256,155,0,50,False
huashang,000159.png,952,576,8048,571,0.268908,256,155,0,50,False
huashang,000160.png,952,576,7336,523,0.268908,256,155,0,50,False
huashang,000161.png,952,576,11064,790,0.268908,256,155,0,50,False
huashang,000162.png,952,576,4862,340,0.268908,256,155,0,50,False
huashang,000163.png,952,576,5294,384,0.268908,256,155,0,50,False
huashang,000164.png,952,576,5389,386,0.268908,256,155,0,50,False
huashang,000165.png,952,576,6403,458,0.268908,256,155,0,50,False
huashang,000166.png,952,576,6251,438,0.268908,256,155,0,50,False
huashang,000167.png,952,576,7299,530,0.268908,256,155,0,50,False
huashang,000168.png,952,576,7826,572,0.268908,256,155,0,50,False
huashang,000169.png,952,576,4756,288,0.268908,256,155,0,50,False
huashang,000170.png,952,576,6837,485,0.268908,256,155,0,50,False
huashang,000171.png,952,576,5173,371,0.268908,256,155,0,50,False
huashang,000172.png,952,576,8229,533,0.268908,256,155,0,50,False
huashang,000173.png,952,576,11853,855,0.268908,256,155,0,50,False
huashang,000174.png,952,576,8011,585,0.268908,256,155,0,50,False
huashang,000175.png,952,576,7937,571,0.268908,256,155,0,50,False
huashang,000176.png,952,576,7513,521,0.268908,256,155,0,50,False
huashang,000177.png,952,576,6115,443,0.268908,256,155,0,50,False
huashang,000178.png,952,576,2136,144,0.268908,256,155,0,50,False
huashang,000179.png,952,576,1420,86,0.268908,256,155,0,50,False
huashang,000180.png,952,576,2334,196,0.268908,256,155,0,50,False
huashang,000181.png,952,576,4672,356,0.268908,256,155,0,50,False
huashang,000182.png,952,576,1319,93,0.268908,256,155,0,50,False
huashang,000183.png,952,576,2485,198,0.268908,256,155,0,50,False
huashang,000184.png,952,576,2570,169,0.268908,256,155,0,50,False
huashang,000185.png,952,576,3579,274,0.268908,256,155,0,50,False
huashang,000186.png,1024,1024,991,66,0.250000,256,256,0,0,False
huashang,000187.png,1024,1024,697,44,0.250000,256,256,0,0,False
huashang,000188.png,952,576,7214,527,0.268908,256,155,0,50,False
huashang,000189.png,952,576,9122,663,0.268908,256,155,0,50,False
huashang,000190.png,952,576,563,40,0.268908,256,155,0,50,False
huashang,000191.png,952,576,19143,1378,0.268908,256,155,0,50,False
huashang,000192.png,952,576,7201,537,0.268908,256,155,0,50,False
huashang,000193.png,952,576,8563,596,0.268908,256,155,0,50,False
huashang,000194.png,952,576,6865,515,0.268908,256,155,0,50,False
huashang,000195.png,952,576,3111,210,0.268908,256,155,0,50,False
huashang,000196.png,952,576,1921,143,0.268908,256,155,0,50,False
huashang,000197.png,952,576,2742,204,0.268908,256,155,0,50,False
huashang,000198.png,952,576,2336,149,0.268908,256,155,0,50,False
huashang,000199.png,1024,1024,3309,215,0.250000,256,256,0,0,False
huashang,000200.png,1024,1024,4997,315,0.250000,256,256,0,0,False
huashang,000201.png,1024,1024,7997,504,0.250000,256,256,0,0,False
huashang,000202.png,1024,1024,7861,493,0.250000,256,256,0,0,False
huashang,000203.png,1024,1024,6171,387,0.250000,256,256,0,0,False
huashang,000204.png,952,576,12419,896,0.268908,256,155,0,50,False
huashang,000205.png,952,576,12462,906,0.268908,256,155,0,50,False
huashang,000206.png,952,576,9667,696,0.268908,256,155,0,50,False
huashang,000207.png,952,576,9718,705,0.268908,256,155,0,50,False
huashang,000208.png,952,576,16136,1188,0.268908,256,155,0,50,False
huashang,000209.png,952,576,8487,630,0.268908,256,155,0,50,False
huashang,000210.png,952,576,20979,1543,0.268908,256,155,0,50,False
huashang,000211.png,952,576,10156,745,0.268908,256,155,0,50,False
huashang,000212.png,952,576,7242,530,0.268908,256,155,0,50,False
huashang,000213.png,952,576,2778,194,0.268908,256,155,0,50,False
huashang,000214.png,952,576,3071,224,0.268908,256,155,0,50,False
huashang,000215.png,952,576,2102,157,0.268908,256,155,0,50,False
huashang,000216.png,952,576,4251,302,0.268908,256,155,0,50,False
huashang,000217.png,952,576,164,14,0.268908,256,155,0,50,False
huashang,000218.png,952,576,3166,229,0.268908,256,155,0,50,False
huashang,000219.png,952,576,1526,112,0.268908,256,155,0,50,False
huashang,000220.png,952,576,4593,332,0.268908,256,155,0,50,False
huashang,000221.png,1024,1024,3983,247,0.250000,256,256,0,0,False
huashang,000222.png,1024,1024,5145,324,0.250000,256,256,0,0,False
huashang,000223.png,1024,1024,469,30,0.250000,256,256,0,0,False
huashang,000224.png,1024,1024,6129,384,0.250000,256,256,0,0,False
huashang,000225.png,1024,1024,3973,249,0.250000,256,256,0,0,False
huashang,000226.png,952,576,4436,251,0.268908,256,155,0,50,False
huashang,000227.png,952,576,10164,756,0.268908,256,155,0,50,False
huashang,000228.png,952,576,1330,95,0.268908,256,155,0,50,False
huashang,000229.png,952,576,6389,454,0.268908,256,155,0,50,False
huashang,000230.png,952,576,5166,380,0.268908,256,155,0,50,False
huashang,000231.png,952,576,6009,412,0.268908,256,155,0,50,False
huashang,000232.png,952,576,997,74,0.268908,256,155,0,50,False
huashang,000233.png,952,576,5237,385,0.268908,256,155,0,50,False
huashang,000234.png,952,576,6353,458,0.268908,256,155,0,50,False
huashang,000235.png,952,576,10228,736,0.268908,256,155,0,50,False
huashang,000236.png,952,576,4292,352,0.268908,256,155,0,50,False
huashang,000237.png,952,576,5868,420,0.268908,256,155,0,50,False
huashang,000238.png,952,576,345,24,0.268908,256,155,0,50,False
huashang,000239.png,952,576,3538,285,0.268908,256,155,0,50,False
huashang,000240.png,1024,1024,3556,226,0.250000,256,256,0,0,False
huashang,000241.png,1024,1024,545,36,0.250000,256,256,0,0,False
huashang,000242.png,952,576,5584,397,0.268908,256,155,0,50,False
huashang,000243.png,952,576,5234,379,0.268908,256,155,0,50,False
huashang,000244.png,952,576,5641,407,0.268908,256,155,0,50,False
huashang,000245.png,952,576,6431,461,0.268908,256,155,0,50,False
huashang,000246.png,952,576,4880,353,0.268908,256,155,0,50,False
huashang,000247.png,952,576,6323,473,0.268908,256,155,0,50,False
huashang,000248.png,952,576,7824,587,0.268908,256,155,0,50,False
huashang,000249.png,952,576,10095,708,0.268908,256,155,0,50,False
huashang,000250.png,952,576,7867,564,0.268908,256,155,0,50,False
huashang,000251.png,952,576,7272,523,0.268908,256,155,0,50,False
huashang,000252.png,952,576,6353,466,0.268908,256,155,0,50,False
huashang,000253.png,952,576,8814,637,0.268908,256,155,0,50,False
huashang,000254.png,952,576,6965,532,0.268908,256,155,0,50,False
huashang,000255.png,952,576,7055,505,0.268908,256,155,0,50,False
huashang,000256.png,952,576,10223,724,0.268908,256,155,0,50,False
huashang,000257.png,952,576,3605,266,0.268908,256,155,0,50,False
huashang,000258.png,952,576,4943,377,0.268908,256,155,0,50,False
huashang,000259.png,952,576,7627,558,0.268908,256,155,0,50,False
huashang,000260.png,952,576,9201,660,0.268908,256,155,0,50,False
huashang,000261.png,952,576,2432,167,0.268908,256,155,0,50,False
huashang,000262.png,952,576,4828,349,0.268908,256,155,0,50,False
huashang,000263.png,952,576,1674,123,0.268908,256,155,0,50,False
huashang,000264.png,952,576,1522,104,0.268908,256,155,0,50,False
huashang,000265.png,952,576,4200,326,0.268908,256,155,0,50,False
huashang,000266.png,952,576,2371,170,0.268908,256,155,0,50,False
huashang,000267.png,952,576,1500,106,0.268908,256,155,0,50,False
huashang,000268.png,952,576,2366,195,0.268908,256,155,0,50,False
huashang,000269.png,952,576,1696,117,0.268908,256,155,0,50,False
huashang,000270.png,952,576,2383,170,0.268908,256,155,0,50,False
huashang,000271.png,952,576,1781,120,0.268908,256,155,0,50,False
huashang,000272.png,952,576,1646,114,0.268908,256,155,0,50,False
huashang,000273.png,952,576,1670,118,0.268908,256,155,0,50,False
huashang,000274.png,952,576,3465,265,0.268908,256,155,0,50,False
huashang,000275.png,952,576,881,60,0.268908,256,155,0,50,False
huashang,000276.png,952,576,8907,618,0.268908,256,155,0,50,False
huashang,000277.png,952,576,22535,1643,0.268908,256,155,0,50,False
huashang,000278.png,952,576,7585,547,0.268908,256,155,0,50,False
huashang,000279.png,952,576,8040,592,0.268908,256,155,0,50,False
huashang,000280.png,952,576,19802,1433,0.268908,256,155,0,50,False
huashang,000281.png,952,576,6400,467,0.268908,256,155,0,50,False
huashang,000282.png,952,576,10476,756,0.268908,256,155,0,50,False
huashang,000283.png,952,576,5518,395,0.268908,256,155,0,50,False
huashang,000284.png,952,576,2216,163,0.268908,256,155,0,50,False
huashang,000285.png,952,576,3240,222,0.268908,256,155,0,50,False
huashang,000286.png,952,576,2143,155,0.268908,256,155,0,50,False
huashang,000287.png,952,576,1522,113,0.268908,256,155,0,50,False
huashang,000288.png,952,576,887,65,0.268908,256,155,0,50,False
huashang,000289.png,952,576,1656,107,0.268908,256,155,0,50,False
huashang,000290.png,952,576,1670,133,0.268908,256,155,0,50,False
huashang,000291.png,952,576,4762,312,0.268908,256,155,0,50,False
huashang,000292.png,952,576,6695,470,0.268908,256,155,0,50,False
huashang,000293.png,952,576,7706,536,0.268908,256,155,0,50,False
huashang,000294.png,952,576,15534,1075,0.268908,256,155,0,50,False
huashang,000295.png,952,576,12544,895,0.268908,256,155,0,50,False
huashang,000296.png,952,576,4837,339,0.268908,256,155,0,50,False
huashang,000297.png,952,576,5208,406,0.268908,256,155,0,50,False
huashang,000298.png,952,576,12324,897,0.268908,256,155,0,50,False
huashang,000299.png,952,576,12919,889,0.268908,256,155,0,50,False
huashang,000300.png,952,576,7207,542,0.268908,256,155,0,50,False
huashang,000301.png,952,576,7382,534,0.268908,256,155,0,50,False
huashang,000302.png,952,576,5786,433,0.268908,256,155,0,50,False
huashang,000303.png,952,576,11385,828,0.268908,256,155,0,50,False
huashang,000304.png,952,576,10166,730,0.268908,256,155,0,50,False
huashang,000305.png,952,576,12884,943,0.268908,256,155,0,50,False
huashang,000306.png,952,576,5009,360,0.268908,256,155,0,50,False
huashang,000307.png,952,576,3907,284,0.268908,256,155,0,50,False
huashang,000308.png,952,576,8297,586,0.268908,256,155,0,50,False
huashang,000309.png,952,576,10295,745,0.268908,256,155,0,50,False
huashang,000310.png,952,576,10887,804,0.268908,256,155,0,50,False
huashang,000311.png,952,576,10310,740,0.268908,256,155,0,50,False
huashang,000312.png,952,576,5057,365,0.268908,256,155,0,50,False
huashang,000313.png,952,576,10125,732,0.268908,256,155,0,50,False
huashang,000314.png,952,576,20122,1434,0.268908,256,155,0,50,False
huashang,000315.png,952,576,4513,325,0.268908,256,155,0,50,False
huashang,000316.png,952,576,13513,978,0.268908,256,155,0,50,False
huashang,000317.png,952,576,8284,593,0.268908,256,155,0,50,False
huashang,000318.png,952,576,8878,650,0.268908,256,155,0,50,False
huashang,000319.png,952,576,10994,819,0.268908,256,155,0,50,False
huashang,000320.png,952,576,19936,1442,0.268908,256,155,0,50,False
huashang,000321.png,952,576,4225,310,0.268908,256,155,0,50,False
huashang,000322.png,952,576,3565,259,0.268908,256,155,0,50,False
huashang,000323.png,952,576,3796,277,0.268908,256,155,0,50,False
huashang,000324.png,952,576,3525,254,0.268908,256,155,0,50,False
huashang,000325.png,952,576,1970,140,0.268908,256,155,0,50,False
huashang,000326.png,952,576,3407,252,0.268908,256,155,0,50,False
huashang,000327.png,952,576,2548,180,0.268908,256,155,0,50,False
huashang,000328.png,952,576,3070,202,0.268908,256,155,0,50,False
huashang,000329.png,952,576,2256,164,0.268908,256,155,0,50,False
liangying,000000.png,1024,1024,66104,4107,0.250000,256,256,0,0,False
liangying,000001.png,1024,1024,159515,9950,0.250000,256,256,0,0,False
liangying,000002.png,1024,1024,516831,32266,0.250000,256,256,0,0,False
liangying,000003.png,1024,1024,370,22,0.250000,256,256,0,0,False
liangying,000004.png,1024,1024,55464,3445,0.250000,256,256,0,0,False
liangying,000005.png,1024,1024,71454,4474,0.250000,256,256,0,0,False
liangying,000006.png,1024,1024,303513,18925,0.250000,256,256,0,0,False
liangying,000007.png,1024,1024,105559,6584,0.250000,256,256,0,0,False
liangying,000008.png,1024,1024,329549,20563,0.250000,256,256,0,0,False
liangying,000009.png,1024,1024,14973,927,0.250000,256,256,0,0,False
liangying,000010.png,1024,1024,61975,3860,0.250000,256,256,0,0,False
liangying,000011.png,1024,1024,15162,945,0.250000,256,256,0,0,False
liangying,000012.png,1024,1024,3644,218,0.250000,256,256,0,0,False
liangying,000013.png,1024,1024,124499,7796,0.250000,256,256,0,0,False
liangying,000014.png,1024,1024,122176,7615,0.250000,256,256,0,0,False
liangying,000015.png,1024,1024,52456,3285,0.250000,256,256,0,0,False
liangying,000016.png,1024,1024,34943,2186,0.250000,256,256,0,0,False
liangying,000017.png,1024,1024,30203,1901,0.250000,256,256,0,0,False
liangying,000018.png,1024,1024,116429,7271,0.250000,256,256,0,0,False
liangying,000019.png,1024,1024,21537,1357,0.250000,256,256,0,0,False
liangying,000020.png,1024,1024,45267,2841,0.250000,256,256,0,0,False
liangying,000021.png,1024,1024,25617,1606,0.250000,256,256,0,0,False
liangying,000022.png,1024,1024,101515,6356,0.250000,256,256,0,0,False
liangying,000023.png,1024,1024,35736,2232,0.250000,256,256,0,0,False
liangying,000024.png,1024,1024,269640,16873,0.250000,256,256,0,0,False
liangying,000025.png,1024,1024,215438,13416,0.250000,256,256,0,0,False
liangying,000026.png,1024,1024,136430,8507,0.250000,256,256,0,0,False
liangying,000027.png,1024,1024,43488,2726,0.250000,256,256,0,0,False
liangying,000028.png,1024,1024,199749,12505,0.250000,256,256,0,0,False
liangying,000029.png,1024,1024,932,61,0.250000,256,256,0,0,False
liangying,000030.png,1024,1024,296236,18508,0.250000,256,256,0,0,False
liangying,000031.png,1024,1024,489918,30608,0.250000,256,256,0,0,False
liangying,000032.png,1024,1024,214580,13325,0.250000,256,256,0,0,False
liangying,000033.png,1024,1024,380485,23714,0.250000,256,256,0,0,False
liangying,000034.png,1024,1024,139516,8662,0.250000,256,256,0,0,False
liangying,000035.png,1024,1024,201629,12549,0.250000,256,256,0,0,False
liangying,000036.png,1024,1024,386557,24101,0.250000,256,256,0,0,False
liangying,000037.png,1024,1024,474562,29603,0.250000,256,256,0,0,False
liangying,000038.png,1024,1024,105850,6637,0.250000,256,256,0,0,False
liangying,000039.png,1024,1024,320356,19971,0.250000,256,256,0,0,False
liangying,000040.png,1024,1024,227176,14192,0.250000,256,256,0,0,False
liangying,000041.png,1024,1024,172656,10799,0.250000,256,256,0,0,False
liangying,000042.png,1024,1024,232357,14525,0.250000,256,256,0,0,False
liangying,000043.png,1024,1024,247763,15523,0.250000,256,256,0,0,False
liangying,000044.png,1024,1024,95651,5922,0.250000,256,256,0,0,False
liangying,000045.png,1024,1024,27189,1678,0.250000,256,256,0,0,False
liangying,000046.png,1024,1024,117845,7378,0.250000,256,256,0,0,False
liangying,000047.png,1024,1024,452271,28294,0.250000,256,256,0,0,False
liangying,000048.png,1024,1024,51786,3251,0.250000,256,256,0,0,False
liangying,000049.png,1024,1024,78847,4932,0.250000,256,256,0,0,False
liangying,000050.png,1024,1024,27450,1704,0.250000,256,256,0,0,False
liangying,000051.png,1024,1024,60236,3767,0.250000,256,256,0,0,False
liangying,000052.png,1024,1024,33502,2081,0.250000,256,256,0,0,False
liangying,000053.png,1024,1024,74450,4675,0.250000,256,256,0,0,False
liangying,000054.png,1024,1024,64777,4045,0.250000,256,256,0,0,False
liangying,000055.png,1024,1024,47681,2984,0.250000,256,256,0,0,False
liangying,000056.png,1024,1024,349035,21852,0.250000,256,256,0,0,False
liangying,000057.png,1024,1024,6597,413,0.250000,256,256,0,0,False
pengshang,000000.png,768,288,86,8,0.333333,256,96,0,80,False
pengshang,000001.png,1024,1024,241,12,0.250000,256,256,0,0,False
pengshang,000002.png,1024,1024,394,26,0.250000,256,256,0,0,False
pengshang,000003.png,1024,1024,294,19,0.250000,256,256,0,0,False
pengshang,000004.png,1024,1024,223,14,0.250000,256,256,0,0,False
pengshang,000005.png,1024,1024,370,23,0.250000,256,256,0,0,False
pengshang,000006.png,1024,1024,212,14,0.250000,256,256,0,0,False
pengshang,000007.png,1024,1024,574,35,0.250000,256,256,0,0,False
pengshang,000008.png,1024,1024,574,35,0.250000,256,256,0,0,False
pengshang,000009.png,1024,1024,162,10,0.250000,256,256,0,0,False
pengshang,000010.png,1024,1024,135,8,0.250000,256,256,0,0,False
pengshang,000011.png,1024,1024,225,16,0.250000,256,256,0,0,False
pengshang,000012.png,1024,1024,133,8,0.250000,256,256,0,0,False
pengshang,000013.png,1024,1024,1234,77,0.250000,256,256,0,0,False
pengshang,000014.png,1024,1024,282,18,0.250000,256,256,0,0,False
shuiyin,000000.png,1024,1024,11109,683,0.250000,256,256,0,0,False
shuiyin,000001.png,1024,1024,4429,280,0.250000,256,256,0,0,False
shuiyin,000002.png,1024,1024,9577,602,0.250000,256,256,0,0,False
shuiyin,000003.png,1024,1024,28740,1756,0.250000,256,256,0,0,False
shuiyin,000004.png,1024,1024,1844,118,0.250000,256,256,0,0,False
shuiyin,000005.png,1024,1024,8106,506,0.250000,256,256,0,0,False
shuiyin,000006.png,1024,1024,10510,658,0.250000,256,256,0,0,False
shuiyin,000007.png,1024,1024,25406,1590,0.250000,256,256,0,0,False
shuiyin,000008.png,1024,1024,8806,548,0.250000,256,256,0,0,False
shuiyin,000009.png,1024,1024,10346,657,0.250000,256,256,0,0,False
shuiyin,000010.png,1024,1024,3290,209,0.250000,256,256,0,0,False
shuiyin,000011.png,1024,1024,10735,675,0.250000,256,256,0,0,False
shuiyin,000012.png,1024,1024,4869,305,0.250000,256,256,0,0,False
shuiyin,000013.png,1024,1024,7852,499,0.250000,256,256,0,0,False
shuiyin,000014.png,1024,1024,14029,872,0.250000,256,256,0,0,False
shuiyin,000015.png,1024,1024,5706,348,0.250000,256,256,0,0,False
shuiyin,000016.png,1024,1024,17219,1077,0.250000,256,256,0,0,False
shuiyin,000017.png,1024,1024,9619,612,0.250000,256,256,0,0,False
shuiyin,000018.png,1024,1024,7202,445,0.250000,256,256,0,0,False
shuiyin,000019.png,1024,1024,5892,363,0.250000,256,256,0,0,False
shuiyin,000020.png,1024,1024,19401,1211,0.250000,256,256,0,0,False
shuiyin,000021.png,1024,1024,14923,937,0.250000,256,256,0,0,False
shuiyin,000022.png,1024,1024,4164,260,0.250000,256,256,0,0,False
shuiyin,000023.png,1024,1024,14877,937,0.250000,256,256,0,0,False
shuiyin,000024.png,1024,1024,15745,975,0.250000,256,256,0,0,False
shuiyin,000025.png,1024,1024,3732,228,0.250000,256,256,0,0,False
shuiyin,000026.png,1024,1024,18712,1175,0.250000,256,256,0,0,False
shuiyin,000027.png,1024,1024,13050,814,0.250000,256,256,0,0,False
shuiyin,000028.png,1024,1024,20707,1291,0.250000,256,256,0,0,False
shuiyin,000029.png,1024,1024,10631,657,0.250000,256,256,0,0,False
shuiyin,000030.png,1024,1024,14088,882,0.250000,256,256,0,0,False
shuiyin,000031.png,1024,1024,5496,338,0.250000,256,256,0,0,False
shuiyin,000032.png,1024,1024,60336,3796,0.250000,256,256,0,0,False
shuiyin,000033.png,1024,1024,71960,4502,0.250000,256,256,0,0,False
shuiyin,000034.png,1024,1024,6530,410,0.250000,256,256,0,0,False
shuiyin,000035.png,1024,1024,8517,530,0.250000,256,256,0,0,False
shuiyin,000036.png,1024,1024,9525,599,0.250000,256,256,0,0,False
shuiyin,000037.png,1024,1024,13993,868,0.250000,256,256,0,0,False
shuiyin,000038.png,1024,1024,15193,938,0.250000,256,256,0,0,False
shuiyin,000039.png,1024,1024,7592,468,0.250000,256,256,0,0,False
shuiyin,000040.png,1024,1024,17605,1111,0.250000,256,256,0,0,False
shuiyin,000041.png,1024,1024,3957,250,0.250000,256,256,0,0,False
shuiyin,000042.png,1024,1024,10496,654,0.250000,256,256,0,0,False
shuiyin,000043.png,1024,1024,3982,248,0.250000,256,256,0,0,False
shuiyin,000044.png,1024,1024,9445,595,0.250000,256,256,0,0,False
shuiyin,000045.png,1024,1024,16877,1063,0.250000,256,256,0,0,False
shuiyin,000046.png,1024,1024,3775,235,0.250000,256,256,0,0,False
shuiyin,000047.png,1024,1024,13048,826,0.250000,256,256,0,0,False
shuiyin,000048.png,1024,1024,5211,325,0.250000,256,256,0,0,False
shuiyin,000049.png,1024,1024,8424,523,0.250000,256,256,0,0,False
shuiyin,000050.png,1024,1024,9887,618,0.250000,256,256,0,0,False
shuiyin,000051.png,1024,1024,13142,816,0.250000,256,256,0,0,False
shuiyin,000052.png,1024,1024,7359,459,0.250000,256,256,0,0,False
shuiyin,000053.png,1024,1024,4524,280,0.250000,256,256,0,0,False
shuiyin,000054.png,1024,1024,17763,1109,0.250000,256,256,0,0,False
shuiyin,000055.png,1024,1024,13071,816,0.250000,256,256,0,0,False
shuiyin,000056.png,1024,1024,7710,485,0.250000,256,256,0,0,False
shuiyin,000057.png,1024,1024,20111,1271,0.250000,256,256,0,0,False
shuiyin,000058.png,1024,1024,3628,227,0.250000,256,256,0,0,False
shuiyin,000059.png,1024,1024,1541,100,0.250000,256,256,0,0,False
shuiyin,000060.png,1024,1024,8370,522,0.250000,256,256,0,0,False
shuiyin,000061.png,1024,1024,6877,424,0.250000,256,256,0,0,False
shuiyin,000062.png,1024,1024,7466,468,0.250000,256,256,0,0,False
shuiyin,000063.png,1024,1024,23333,1464,0.250000,256,256,0,0,False
shuiyin,000064.png,1024,1024,9218,578,0.250000,256,256,0,0,False
shuiyin,000065.png,1024,1024,8892,565,0.250000,256,256,0,0,False
shuiyin,000066.png,1024,1024,18565,1177,0.250000,256,256,0,0,False
shuiyin,000067.png,1024,1024,12833,805,0.250000,256,256,0,0,False
shuiyin,000068.png,1024,1024,12904,801,0.250000,256,256,0,0,False
shuiyin,000069.png,1024,1024,5696,360,0.250000,256,256,0,0,False
shuiyin,000070.png,1024,1024,8011,506,0.250000,256,256,0,0,False
shuiyin,000071.png,1024,1024,11602,727,0.250000,256,256,0,0,False
shuiyin,000072.png,1024,1024,18272,1151,0.250000,256,256,0,0,False
shuiyin,000073.png,1024,1024,12587,784,0.250000,256,256,0,0,False
shuiyin,000074.png,1024,1024,5722,360,0.250000,256,256,0,0,False
shuiyin,000075.png,1024,1024,16347,1007,0.250000,256,256,0,0,False
shuiyin,000076.png,1024,1024,8962,563,0.250000,256,256,0,0,False
shuiyin,000077.png,1024,1024,12648,791,0.250000,256,256,0,0,False
shuiyin,000078.png,1024,1024,4381,272,0.250000,256,256,0,0,False
shuiyin,000079.png,1024,1024,4415,287,0.250000,256,256,0,0,False
shuiyin,000080.png,1024,1024,20069,1268,0.250000,256,256,0,0,False
shuiyin,000081.png,1024,1024,1708,104,0.250000,256,256,0,0,False
shuiyin,000082.png,1024,1024,4086,261,0.250000,256,256,0,0,False
shuiyin,000083.png,1024,1024,5621,353,0.250000,256,256,0,0,False
shuiyin,000084.png,1024,1024,10420,644,0.250000,256,256,0,0,False
shuiyin,000085.png,1024,1024,3416,213,0.250000,256,256,0,0,False
shuiyin,000086.png,1024,1024,1250,79,0.250000,256,256,0,0,False
shuiyin,000087.png,1024,1024,5860,361,0.250000,256,256,0,0,False
shuiyin,000088.png,1024,1024,2802,177,0.250000,256,256,0,0,False
shuiyin,000089.png,1024,1024,5713,352,0.250000,256,256,0,0,False
shuiyin,000090.png,1024,1024,8036,506,0.250000,256,256,0,0,False
shuiyin,000091.png,1024,1024,5091,314,0.250000,256,256,0,0,False
